avail:
0.983887,-0.0162443,-0.0162443,0.983887,0
0.983987,-0.0161429,-0.0161426,0.983987,2.79494e-07
0.984087,-0.0160416,-0.016041,0.984086,5.48882e-07
0.984187,-0.0159402,-0.0159394,0.984186,8.08161e-07
0.984287,-0.0158389,-0.0158378,0.984286,1.05733e-06
0.984387,-0.0157375,-0.0157362,0.984386,1.29639e-06
0.984487,-0.0156362,-0.0156346,0.984485,1.52534e-06
0.984587,-0.0155348,-0.015533,0.984585,1.74418e-06
0.984687,-0.0154335,-0.0154315,0.984685,1.9529e-06
0.984787,-0.0153321,-0.0153299,0.984785,2.15151e-06
0.984887,-0.0152308,-0.0152284,0.984885,2.34e-06
0.984987,-0.0151294,-0.0151269,0.984984,2.51838e-06
0.985087,-0.0150281,-0.0150253,0.985084,2.68664e-06
0.985187,-0.0149267,-0.0149238,0.985184,2.84479e-06
0.985287,-0.0148254,-0.0148223,0.985284,2.99281e-06
0.985387,-0.014724,-0.0147208,0.985384,3.13071e-06
0.985487,-0.0146227,-0.0146194,0.985484,3.25849e-06
0.985587,-0.0145213,-0.0145179,0.985584,3.37615e-06
0.985687,-0.01442,-0.0144164,0.985683,3.48369e-06
0.985787,-0.0143186,-0.014315,0.985783,3.5811e-06
0.985887,-0.0142173,-0.0142136,0.985883,3.66838e-06
0.985987,-0.0141159,-0.0141121,0.985983,3.74554e-06
0.986087,-0.0140146,-0.0140107,0.986083,3.81257e-06
0.986187,-0.0139132,-0.0139093,0.986183,3.86948e-06
0.986287,-0.0138119,-0.0138079,0.986283,3.91625e-06
0.986387,-0.0137105,-0.0137065,0.986383,3.95289e-06
0.986487,-0.0136092,-0.0136052,0.986483,3.9794e-06
0.986587,-0.0135078,-0.0135038,0.986583,3.99578e-06
0.986687,-0.0134065,-0.0134024,0.986683,4.00203e-06
0.986787,-0.0133051,-0.0133011,0.986783,3.99814e-06
0.986887,-0.0132038,-0.0131998,0.986883,3.98411e-06
0.986987,-0.0131024,-0.0130984,0.986983,3.95995e-06
0.987087,-0.0130011,-0.0129971,0.987083,3.92565e-06
0.987187,-0.0128998,-0.0128958,0.987183,3.88121e-06
0.987287,-0.0127984,-0.0127945,0.987283,3.82663e-06
0.987387,-0.0126971,-0.0126932,0.987383,3.76191e-06
0.987487,-0.0125957,-0.012592,0.987483,3.68705e-06
0.987587,-0.0124944,-0.0124907,0.987583,3.60204e-06
0.987687,-0.012393,-0.0123895,0.987683,3.50689e-06
0.987787,-0.0122917,-0.0122882,0.987784,3.4016e-06
0.987887,-0.0121903,-0.012187,0.987884,3.28616e-06
0.987987,-0.012089,-0.0120858,0.987984,3.16057e-06
