name;source;target;max_latency;bandwidth;availability;vnf_list;
d_1;DNVRng;SNVAng;10;7;0.999912;vnf_8,vnf_1
d_2;STTLng;HSTNng;10;10;0.999906;vnf_6,vnf_4
d_3;HSTNng;CHINng;10;8;0.999983;vnf_2,vnf_7,vnf_1,vnf_3
d_4;ATLAM5;DNVRng;10;12;0.999988;vnf_7,vnf_1,vnf_5,vnf_8
d_5;ATLAng;HSTNng;10;9;0.999980;vnf_4,vnf_8,vnf_3,vnf_6
d_6;IPLSng;CHINng;10;6;0.999984;vnf_5
d_7;KSCYng;ATLAng;10;9;0.999928;vnf_4,vnf_8,vnf_2
d_8;DNVRng;SNVAng;10;9;0.999937;vnf_2,vnf_4,vnf_8
d_9;KSCYng;ATLAM5;10;6;0.999951;vnf_2
d_10;STTLng;ATLAM5;10;6;0.999959;vnf_1,vnf_6,vnf_7,vnf_8,vnf_3
d_11;IPLSng;LOSAng;10;5;0.999948;vnf_1,vnf_2,vnf_7,vnf_8
d_12;ATLAM5;DNVRng;10;11;0.999941;vnf_7,vnf_3,vnf_2,vnf_4
d_13;IPLSng;WASHng;10;6;0.999967;vnf_5,vnf_1,vnf_3,vnf_6,vnf_8
d_14;KSCYng;IPLSng;10;7;0.999909;vnf_1,vnf_7,vnf_6,vnf_2
d_15;WASHng;DNVRng;10;9;0.999995;vnf_8,vnf_4
d_16;ATLAM5;WASHng;10;7;0.999934;vnf_2
d_17;SNVAng;NYCMng;10;12;0.999949;vnf_1,vnf_6
d_18;WASHng;KSCYng;10;9;0.999984;vnf_6
d_19;KSCYng;CHINng;10;5;0.999924;vnf_3,vnf_2
d_20;ATLAng;SNVAng;10;8;0.999908;vnf_6,vnf_5,vnf_3,vnf_8,vnf_7
d_21;SNVAng;HSTNng;10;3;0.999900;vnf_8
d_22;NYCMng;HSTNng;10;6;0.999962;vnf_3
d_23;IPLSng;SNVAng;10;10;0.999919;vnf_1,vnf_3,vnf_8,vnf_6
d_24;ATLAM5;KSCYng;10;9;0.999912;vnf_6,vnf_3,vnf_1
d_25;IPLSng;CHINng;10;12;0.999901;vnf_6,vnf_1,vnf_3,vnf_5,vnf_8
d_26;WASHng;NYCMng;10;6;0.999945;vnf_5,vnf_4,vnf_3
d_27;HSTNng;IPLSng;10;10;0.999977;vnf_4,vnf_1,vnf_6
d_28;DNVRng;ATLAM5;10;6;0.999958;vnf_4,vnf_1,vnf_2,vnf_8
d_29;LOSAng;NYCMng;10;9;0.999916;vnf_5,vnf_6
d_30;ATLAng;WASHng;10;4;0.999970;vnf_2,vnf_8
d_31;NYCMng;KSCYng;10;10;0.999985;vnf_3,vnf_1,vnf_4,vnf_6
d_32;CHINng;KSCYng;10;10;0.999963;vnf_2,vnf_1
d_33;CHINng;ATLAM5;10;8;0.999975;vnf_4
d_34;LOSAng;WASHng;10;6;0.999946;vnf_4
d_35;STTLng;NYCMng;10;11;0.999922;vnf_1,vnf_4,vnf_2,vnf_6,vnf_5
d_36;ATLAM5;NYCMng;10;10;0.999962;vnf_7
d_37;DNVRng;SNVAng;10;12;0.999978;vnf_2,vnf_3,vnf_4,vnf_1,vnf_5
d_38;HSTNng;IPLSng;10;9;0.999935;vnf_6,vnf_3,vnf_1
d_39;DNVRng;IPLSng;10;11;0.999975;vnf_2
d_40;SNVAng;IPLSng;10;5;0.999984;vnf_2,vnf_4,vnf_3,vnf_8,vnf_7
