node_C_10demand_1;0.06163;28926;28926;0;0;0;0;0;0.000418425;
node_R_10demand_1;0.128457;18461;18461;0;0;0;82;0;0.00462723;
node_U_10demand_1;3600.05;49246;44744;9.14186;1400367;1067.66;23079;630;4855.03;
node_C_20demand_1;0.607026;34286;34286;0;444;0;179;3;0.125579;
node_R_20demand_1;0.372201;26549;26549;0;0;0;129;0;0.00914812;
node_U_20demand_1;3600.11;64053;53215.7;16.9192;625943;343.199;46042;1812;4047.64;
node_C_30demand_1;14.1862;42052;42047.8;0.00994335;15333;0.118;33;10;6.25789;
node_R_30demand_1;3935.51;39327;33077.6;15.891;229006;187.351;7092;113;476.66;

node_C_40demand_1;3604.04;45502;45313.9;0.41341;2716334;872.267;212;-670837473;1785.26;

node_U_10demand_1;3600.02;48500;45213.8;6.77559;1168671;645.959;26680;948;6489.51;
