node_C_10demand_1;0.0518889;28926;28926;0;0;0;0;0;0.00035429;
node_R_10demand_1;0.0957789;18461;18461;0;0;0;83;0;0.00413013;
node_U_10demand_1;3600.06;48160;45272;5.99668;1275501;721.276;23596;0;4289.4;
node_C_20demand_1;1.91511;34286;34286;0;1942;0;593;0;0.353948;
node_R_20demand_1;0.369815;26549;26549;0;0;0;129;0;0.00867605;
node_U_20demand_1;3600.09;62654;53051.4;15.3264;631155;461.392;37603;0;4074.47;
node_C_30demand_1;3601.86;42923;40820.8;4.89758;2218184;1760.32;5208;0;944.423;
node_R_30demand_1;3600.05;37385;33377;10.7208;783637;669.458;9290;0;1493.43;
node_C_40demand_1;3602.06;46334;43612.8;5.87302;2216026;1865.45;3332;0;1263.19;
node_R_40demand_1;3600.04;42637;35254.4;17.3151;615528;328.569;20398;0;1602.64;
