node_C_10demand_1;0.0445051;28926;28926;0;0;0;0;0;0.000883341;
node_R_10demand_1;0.110976;18461;18461;0;0;0;83;0;0.00743794;
node_U_10demand_1;3600.05;48026;46491.3;3.19566;1041304;533.701;12901;407;5752.09;
node_C_20demand_1;1.02309;34286;34286;0;563;0;172;5;2.44379;
node_R_20demand_1;0.387231;26549;26549;0;0;0;129;0;0.0207934;
node_U_20demand_1;3603.03;61344;56185.7;8.40886;837963;571.688;16016;1533;9860.13;
node_C_30demand_1;35.4023;42052;42047.9;0.00983463;18207;0.12;34;27;108.572;
node_R_30demand_1;3600.04;36719;33281.4;9.3618;639420;496.385;7023;3339;6110.92;
node_C_40demand_1;3600.03;45602;45227;0.822389;1376000;618.89;194;-187112152;14388.2;
node_R_40demand_1;3600.07;43433;35375.6;18.5513;512458;385.674;12864;-499650027;6442.06;
node_C_10demand_2;0.078712;33318;33318;0;0;0;118;2701105;0.00839972;
node_R_10demand_2;0.299524;25971;25970;0.00385045;0;0.001;371;2701101;0.0302696;
node_U_10demand_2;585.017;57143;57137.3;0.00999998;573422;0.642;3126;2701561;2483.64;
node_C_20demand_2;1.17916;30603;30603;0;948;0;0;0;2.1622;
node_R_20demand_2;1.29407;20822;20820;0.00974147;940;0.005;447;58;2.79438;
node_U_20demand_2;3600.03;53203;45670.5;14.158;792967;607.618;13111;1480;9632.48;
node_C_30demand_2;3.98924;35306;35302.8;0.00914533;2331;0.007;0;691286572;9.43472;
node_R_30demand_2;2359.41;29195;29192.1;0.00983427;688389;0.067;4554;691288502;5313.81;
node_U_30demand_2;3602.2;115332;65748.5;42.992;519533;441.405;4094;691292382;9619.95;
node_C_40demand_2;3600.04;45313;44893.7;0.9254;1397453;680.04;160;-804449114;14011.8;
node_R_40demand_2;3600.03;44480;35572.7;20.0253;459072;304.575;7242;-953484071;5750.92;
node_C_10demand_3;0.041388;28566;28566;0;0;0;0;2700588;0.000159979;
node_R_10demand_3;0.20697;20872;20872;0;0;0;321;2700596;0.0231807;
node_U_10demand_3;398.265;48389;48384.2;0.00989786;291737;0.28;4194;2700951;1291.45;
node_C_20demand_3;0.812632;30582;30582;0;343;0;64;1;0.974976;
node_R_20demand_3;230.85;26462;26459.4;0.00995445;133044;0.216;4582;1306;808.769;
node_U_20demand_3;3600.04;63682;54615.8;14.2366;556294;443.375;14259;994;8173.23;
node_C_30demand_3;2.44318;39890;39886.1;0.00981822;824;0.008;183;68;3.91118;
node_R_30demand_3;3600.03;31519;30896.9;1.97381;860182;358.973;5014;3046;7786.45;
node_U_30demand_3;3600.02;99468;65228.2;34.4229;523174;434.285;5405;7108;9404.03;
node_C_40demand_3;3600.72;41372;40424.7;2.28963;1561156;1099.56;0;-458390398;16219.3;
node_R_40demand_3;3600.02;37266;31888;14.4315;434065;316.942;5301;-1161952107;5454.6;
node_C_10demand_4;0.0278718;28566;28566;0;0;0;0;0;0.000133991;
node_R_10demand_4;0.089967;17649;17649;0;0;0;95;2;0.00648403;
node_U_10demand_4;142.81;46286;46281.4;0.00999818;87197;0.103;4502;850;544.314;
node_C_20demand_4;0.604886;30658;30655;0.00980759;170;0.002;0;-914455130;0.346158;
node_R_20demand_4;4.77688;22646;22646;0;3786;0;518;-611760547;14.3107;
node_U_20demand_4;3600.04;54275;49045;9.63603;783816;617.777;9207;-284259698;9554.74;
node_C_30demand_4;25.7577;33831;33827.7;0.00974444;22714;0.05;0;1;94.0895;
node_R_30demand_4;1192.67;26402;26399.4;0.00998648;667130;0.631;2572;578;3127.24;
node_U_30demand_4;3600.02;82573;57566.5;30.2841;610734;331.844;9928;2298;8729.83;
node_C_40demand_4;258.823;41227;41222.9;0.00998646;135721;0.129;171;20;1044.09;
node_R_40demand_4;3600.04;39286;34064;13.2922;651496;530.093;5912;3582;8373.03;
node_C_10demand_5;0.0230498;28566;28566;0;0;0;0;0;0.000108957;
node_R_10demand_5;0.306547;23812;23812;0;0;0;473;16;0.0270746;
node_U_10demand_5;1210.8;52136;52130.8;0.00998132;677883;0.96;9058;426;3001.56;
node_C_20demand_5;1.9808;36494;36492.2;0.00492486;946;0.001;102;5;3.72662;
node_R_20demand_5;91.8142;26270;26270;0;63073;0;1113;306;334.094;
node_U_20demand_5;3600.02;70825;57240.1;19.181;538005;458.495;10785;2853;8294.93;
node_C_30demand_5;17.1446;36422;36418.4;0.00992887;9785;0.015;28;1414;57.0991;
node_R_30demand_5;3600.06;29654;26166.6;11.7602;446564;352.631;10976;4693;5174.06;
node_U_30demand_5;3600.03;125555;63521.4;49.4075;491125;411.081;3790;6784;10188.5;
node_C_40demand_5;822.448;38105;38101.2;0.00999686;381873;0.901;43;959654962;2979.94;
node_R_40demand_5;3600.55;33968;31269.9;7.94318;690831;357.989;5285;959657350;7964.79;
